MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
"EE2.2",399199,"BAY648","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/5/2015,10:23:00,12,,,4,"M ","ISM","M1","SPCOND",,19200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399199,"BAY648","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/5/2015,10:23:00,12,,,5,"M ","ISM","M1","SPCOND",,20200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399199,"BAY648","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/5/2015,10:23:00,12,,,6,"M ","ISM","M1","SPCOND",,21100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399199,"BAY648","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/5/2015,10:23:00,12,,,7,"M ","ISM","M1","SPCOND",,23300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399199,"BAY648","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/5/2015,10:23:00,12,,,8,"M ","ISM","M1","SPCOND",,23400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399199,"BAY648","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/5/2015,10:23:00,12,,,9,"M ","ISM","M1","SPCOND",,23400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399199,"BAY648","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/5/2015,10:23:00,12,,,10,"M ","ISM","M1","SPCOND",,23600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399199,"BAY648","TWQM","TRIB","MDDNR","MDDNR","EE2.2",5/5/2015,10:23:00,12,,,0.5,"S ","ISM","M1","SPCOND",,18600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399308,"BAY650","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/2/2015,09:37:00,11,,,10,"B ","ISM","M1","SPCOND",,22800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399308,"BAY650","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/2/2015,09:37:00,11,,,1,"M ","ISM","M1","SPCOND",,21500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399308,"BAY650","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/2/2015,09:37:00,11,,,2,"M ","ISM","M1","SPCOND",,21600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399308,"BAY650","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/2/2015,09:37:00,11,,,3,"M ","ISM","M1","SPCOND",,22200.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399308,"BAY650","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/2/2015,09:37:00,11,,,4,"M ","ISM","M1","SPCOND",,22600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399308,"BAY650","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/2/2015,09:37:00,11,,,5,"M ","ISM","M1","SPCOND",,22700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399308,"BAY650","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/2/2015,09:37:00,11,,,6,"M ","ISM","M1","SPCOND",,22700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399308,"BAY650","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/2/2015,09:37:00,11,,,7,"M ","ISM","M1","SPCOND",,22700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399308,"BAY650","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/2/2015,09:37:00,11,,,8,"M ","ISM","M1","SPCOND",,22700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399308,"BAY650","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/2/2015,09:37:00,11,,,9,"M ","ISM","M1","SPCOND",,22800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399308,"BAY650","TWQM","TRIB","MDDNR","MDDNR","EE2.2",6/2/2015,09:37:00,11,,,0.5,"S ","ISM","M1","SPCOND",,21500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399417,"BAY652","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/7/2015,09:47:00,12.3,,,11.3,"B ","ISM","M1","SPCOND",,21800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399417,"BAY652","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/7/2015,09:47:00,12.3,,,1,"M ","ISM","M1","SPCOND",,21000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399417,"BAY652","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/7/2015,09:47:00,12.3,,,2,"M ","ISM","M1","SPCOND",,21000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399417,"BAY652","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/7/2015,09:47:00,12.3,,,3,"M ","ISM","M1","SPCOND",,21000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399417,"BAY652","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/7/2015,09:47:00,12.3,,,5,"M ","ISM","M1","SPCOND",,21100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399417,"BAY652","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/7/2015,09:47:00,12.3,,,7,"M ","ISM","M1","SPCOND",,21300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399417,"BAY652","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/7/2015,09:47:00,12.3,,,9,"M ","ISM","M1","SPCOND",,21800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399417,"BAY652","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/7/2015,09:47:00,12.3,,,11,"M ","ISM","M1","SPCOND",,21800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399417,"BAY652","TWQM","TRIB","MDDNR","MDDNR","EE2.2",7/7/2015,09:47:00,12.3,,,0.5,"S ","ISM","M1","SPCOND",,21100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,11.4,"B ","ISM","M1","SPCOND",,26900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,1,"M ","ISM","M1","SPCOND",,25600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,2,"M ","ISM","M1","SPCOND",,25900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,3,"M ","ISM","M1","SPCOND",,26300.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,4,"M ","ISM","M1","SPCOND",,26400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,5,"M ","ISM","M1","SPCOND",,26700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,6,"M ","ISM","M1","SPCOND",,26800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,7,"M ","ISM","M1","SPCOND",,27000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,8,"M ","ISM","M1","SPCOND",,26900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,9,"M ","ISM","M1","SPCOND",,26900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,10,"M ","ISM","M1","SPCOND",,27000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,11,"M ","ISM","M1","SPCOND",,26900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399632,"BAY611","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/16/2013,09:47:00,12.4,,,0.5,"S ","ISM","M1","SPCOND",,25600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399752,"BAY613","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/21/2013,09:45:00,11.7,,,10.7,"B ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399752,"BAY613","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/21/2013,09:45:00,11.7,,,1,"M ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399752,"BAY613","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/21/2013,09:45:00,11.7,,,2,"M ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399752,"BAY613","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/21/2013,09:45:00,11.7,,,3,"M ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399752,"BAY613","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/21/2013,09:45:00,11.7,,,4,"M ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399752,"BAY613","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/21/2013,09:45:00,11.7,,,5,"M ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399752,"BAY613","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/21/2013,09:45:00,11.7,,,6,"M ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399752,"BAY613","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/21/2013,09:45:00,11.7,,,7,"M ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399752,"BAY613","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/21/2013,09:45:00,11.7,,,8,"M ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399752,"BAY613","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/21/2013,09:45:00,11.7,,,9,"M ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399752,"BAY613","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/21/2013,09:45:00,11.7,,,10,"M ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399752,"BAY613","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/21/2013,09:45:00,11.7,,,0.5,"S ","ISM","M1","SPCOND",,25700.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399870,"BAY619","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/19/2014,09:46:00,11.5,,,10,"B ","ISM","M1","SPCOND",,,"UMHOS/CM","F01 ",,"V ",,,,38.52609,-76.30408,"T3"
"EE2.2",399870,"BAY619","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/19/2014,09:46:00,11.5,,,1,"M ","ISM","M1","SPCOND",,,"UMHOS/CM","F01 ",,"V ",,,,38.52609,-76.30408,"T3"
"EE2.2",399870,"BAY619","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/19/2014,09:46:00,11.5,,,2,"M ","ISM","M1","SPCOND",,,"UMHOS/CM","F01 ",,"V ",,,,38.52609,-76.30408,"T3"
"EE2.2",399870,"BAY619","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/19/2014,09:46:00,11.5,,,3,"M ","ISM","M1","SPCOND",,,"UMHOS/CM","F01 ",,"V ",,,,38.52609,-76.30408,"T3"
"EE2.2",399870,"BAY619","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/19/2014,09:46:00,11.5,,,4,"M ","ISM","M1","SPCOND",,,"UMHOS/CM","F01 ",,"V ",,,,38.52609,-76.30408,"T3"
"EE2.2",399870,"BAY619","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/19/2014,09:46:00,11.5,,,5,"M ","ISM","M1","SPCOND",,,"UMHOS/CM","F01 ",,"V ",,,,38.52609,-76.30408,"T3"
"EE2.2",399870,"BAY619","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/19/2014,09:46:00,11.5,,,6,"M ","ISM","M1","SPCOND",,,"UMHOS/CM","F01 ",,"V ",,,,38.52609,-76.30408,"T3"
"EE2.2",399870,"BAY619","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/19/2014,09:46:00,11.5,,,7,"M ","ISM","M1","SPCOND",,,"UMHOS/CM","F01 ",,"V ",,,,38.52609,-76.30408,"T3"
"EE2.2",399870,"BAY619","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/19/2014,09:46:00,11.5,,,8,"M ","ISM","M1","SPCOND",,,"UMHOS/CM","F01 ",,"V ",,,,38.52609,-76.30408,"T3"
"EE2.2",399870,"BAY619","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/19/2014,09:46:00,11.5,,,9,"M ","ISM","M1","SPCOND",,,"UMHOS/CM","F01 ",,"V ",,,,38.52609,-76.30408,"T3"
"EE2.2",399870,"BAY619","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/19/2014,09:46:00,11.5,,,0.5,"S ","ISM","M1","SPCOND",,,"UMHOS/CM","F01 ",,"V ",,,,38.52609,-76.30408,"T3"
"EE2.2",399978,"BAY635","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/21/2014,09:12:00,12,,,11,"B ","ISM","M1","SPCOND",,26000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399978,"BAY635","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/21/2014,09:12:00,12,,,1,"M ","ISM","M1","SPCOND",,25900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399978,"BAY635","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/21/2014,09:12:00,12,,,2,"M ","ISM","M1","SPCOND",,25900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399978,"BAY635","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/21/2014,09:12:00,12,,,3,"M ","ISM","M1","SPCOND",,25900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399978,"BAY635","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/21/2014,09:12:00,12,,,4,"M ","ISM","M1","SPCOND",,25900.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399978,"BAY635","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/21/2014,09:12:00,12,,,5,"M ","ISM","M1","SPCOND",,26000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399978,"BAY635","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/21/2014,09:12:00,12,,,6,"M ","ISM","M1","SPCOND",,26000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399978,"BAY635","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/21/2014,09:12:00,12,,,7,"M ","ISM","M1","SPCOND",,26000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399978,"BAY635","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/21/2014,09:12:00,12,,,8,"M ","ISM","M1","SPCOND",,26000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399978,"BAY635","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/21/2014,09:12:00,12,,,9,"M ","ISM","M1","SPCOND",,26000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399978,"BAY635","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/21/2014,09:12:00,12,,,10,"M ","ISM","M1","SPCOND",,26000.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",399978,"BAY635","TWQM","TRIB","MDDNR","MDDNR","EE2.2",10/21/2014,09:12:00,12,,,0.5,"S ","ISM","M1","SPCOND",,25800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414440,"BAY661","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/17/2015,10:22:00,12.5,,,11,"B ","ISM","M1","SPCOND",,28600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414440,"BAY661","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/17/2015,10:22:00,12.5,,,1,"M ","ISM","M1","SPCOND",,28600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414440,"BAY661","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/17/2015,10:22:00,12.5,,,2,"M ","ISM","M1","SPCOND",,28600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414440,"BAY661","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/17/2015,10:22:00,12.5,,,3,"M ","ISM","M1","SPCOND",,28600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414440,"BAY661","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/17/2015,10:22:00,12.5,,,4,"M ","ISM","M1","SPCOND",,28600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414440,"BAY661","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/17/2015,10:22:00,12.5,,,5,"M ","ISM","M1","SPCOND",,28600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414440,"BAY661","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/17/2015,10:22:00,12.5,,,6,"M ","ISM","M1","SPCOND",,28600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414440,"BAY661","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/17/2015,10:22:00,12.5,,,7,"M ","ISM","M1","SPCOND",,28600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414440,"BAY661","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/17/2015,10:22:00,12.5,,,8,"M ","ISM","M1","SPCOND",,28600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414440,"BAY661","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/17/2015,10:22:00,12.5,,,9,"M ","ISM","M1","SPCOND",,28600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414440,"BAY661","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/17/2015,10:22:00,12.5,,,10,"M ","ISM","M1","SPCOND",,28600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414440,"BAY661","TWQM","TRIB","MDDNR","MDDNR","EE2.2",11/17/2015,10:22:00,12.5,,,0.5,"S ","ISM","M1","SPCOND",,28600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414597,"BAY662","TWQM","TRIB","MDDNR","MDDNR","EE2.2",12/15/2015,10:05:00,12.5,,,11,"B ","ISM","M1","SPCOND",,28100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414597,"BAY662","TWQM","TRIB","MDDNR","MDDNR","EE2.2",12/15/2015,10:05:00,12.5,,,1,"M ","ISM","M1","SPCOND",,28100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414597,"BAY662","TWQM","TRIB","MDDNR","MDDNR","EE2.2",12/15/2015,10:05:00,12.5,,,2,"M ","ISM","M1","SPCOND",,28100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414597,"BAY662","TWQM","TRIB","MDDNR","MDDNR","EE2.2",12/15/2015,10:05:00,12.5,,,3,"M ","ISM","M1","SPCOND",,28100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414597,"BAY662","TWQM","TRIB","MDDNR","MDDNR","EE2.2",12/15/2015,10:05:00,12.5,,,4,"M ","ISM","M1","SPCOND",,28100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414597,"BAY662","TWQM","TRIB","MDDNR","MDDNR","EE2.2",12/15/2015,10:05:00,12.5,,,5,"M ","ISM","M1","SPCOND",,28100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414597,"BAY662","TWQM","TRIB","MDDNR","MDDNR","EE2.2",12/15/2015,10:05:00,12.5,,,6,"M ","ISM","M1","SPCOND",,28100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414597,"BAY662","TWQM","TRIB","MDDNR","MDDNR","EE2.2",12/15/2015,10:05:00,12.5,,,7,"M ","ISM","M1","SPCOND",,28100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414597,"BAY662","TWQM","TRIB","MDDNR","MDDNR","EE2.2",12/15/2015,10:05:00,12.5,,,8,"M ","ISM","M1","SPCOND",,28100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414597,"BAY662","TWQM","TRIB","MDDNR","MDDNR","EE2.2",12/15/2015,10:05:00,12.5,,,9,"M ","ISM","M1","SPCOND",,28100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414597,"BAY662","TWQM","TRIB","MDDNR","MDDNR","EE2.2",12/15/2015,10:05:00,12.5,,,10,"M ","ISM","M1","SPCOND",,28100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",414597,"BAY662","TWQM","TRIB","MDDNR","MDDNR","EE2.2",12/15/2015,10:05:00,12.5,,,0.5,"S ","ISM","M1","SPCOND",,28100.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",419992,"BAY665","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/27/2016,13:45:00,12.5,,,11,"B ","ISM","M1","SPCOND",,25800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",419992,"BAY665","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/27/2016,13:45:00,12.5,,,1,"M ","ISM","M1","SPCOND",,25500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",419992,"BAY665","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/27/2016,13:45:00,12.5,,,2,"M ","ISM","M1","SPCOND",,25500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",419992,"BAY665","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/27/2016,13:45:00,12.5,,,3,"M ","ISM","M1","SPCOND",,25500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",419992,"BAY665","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/27/2016,13:45:00,12.5,,,5,"M ","ISM","M1","SPCOND",,25500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",419992,"BAY665","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/27/2016,13:45:00,12.5,,,7,"M ","ISM","M1","SPCOND",,25600.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",419992,"BAY665","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/27/2016,13:45:00,12.5,,,9,"M ","ISM","M1","SPCOND",,25800.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",419992,"BAY665","TWQM","TRIB","MDDNR","MDDNR","EE2.2",1/27/2016,13:45:00,12.5,,,0.5,"S ","ISM","M1","SPCOND",,25500.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",420090,"BAY666","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/10/2016,10:00:00,12.5,,,11,"B ","ISM","M1","SPCOND",,28400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",420090,"BAY666","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/10/2016,10:00:00,12.5,,,1,"M ","ISM","M1","SPCOND",,25400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
"EE2.2",420090,"BAY666","TWQM","TRIB","MDDNR","MDDNR","EE2.2",2/10/2016,10:00:00,12.5,,,2,"M ","ISM","M1","SPCOND",,25400.00000,"UMHOS/CM","F01 ",,,,,,38.52609,-76.30408,"T3"
